name,base,response,value,content
SerialNoAttches,Erp.BO.SerialNoSvc/SerialNoAttches,200,No,
SerialNoConditions,Erp.BO.SerialNoSvc/SerialNoConditions,200,No,
List,Erp.BO.SerialNoSvc/List,200,Yes,"{""Company"":""157803"",""PartNum"":""6011755001"",""SerialNumber"":""EDC58521A001"",""SNStatus"":""INVENTORY"",""JobNum"":"""",""AssemblySeq"":0,""MtlSeq"":0,""PackNum"":0,""PackLine"":0,""Voided"":false,""Scrapped"":false,""VendorNum"":369,""PurPoint"":"""",""PackSlip"":""L210115"",""PackSlipLine"":1,""PrevSNStatus"":"""",""SNBaseNumber"":""EDC58521A001"",""ScrapReasonCode"":"""",""SNReference"":"""",""RMANum"":0,""RMALine"":0,""RMAReceipt"":0,""DMRNum"":0,""DMRActionNum"":0,""FailSelect"":false,""LineDetailNum"":1,""RMADisp"":0,""NonConfNum"":0,""WareHouseCode"":""Main"",""BinNum"":""CAGE01"",""WarrExpiration"":null,""CustNum"":0,""ShipToNum"":"""",""ShippedFrom"":"""",""TranAdd"":false,""TFPackNum"":0,""TFPackLine"":0,""OrderNum"":0,""OrderLine"":0,""OrderRelNum"":0,""FullyMatched"":false,""AddedByMatching"":false,""SubConOprSeq"":0,""ScrapLaborHedSeq"":0,""ScrapLaborDtlSeq"":0,""LastLbrOprSeq"":0,""LotNum"":"""",""DropShipPackSlip"":"""",""DropShipPackLine"":0,""XRefPartType"":"""",""XRefPartNum"":"""",""ShipToCustNum"":0,""NextLbrAssySeq"":0,""NextLbrOprSeq"":0,""Latitude"":0,""Longitude"":0,""Altitude"":0,""FSAssetClassCode"":"""",""FSServiceLevelAgreement"":"""",""SysRowID"":""4775cc9e-b898-476f-b004-c912dbba1e0c"",""PCID"":"""",""TFOrdNum"":"""",""TFOrdLine"":0,""SelectedForCurrentTran"":false,""ScrapReasonCodeDesc"":"""",""CustID"":"""",""VendorID"":""V0368"",""CustIDBTName"":"""",""CustIDCustID"":"""",""CustIDName"":"""",""VendorIDAddress1"":"""",""VendorIDAddress2"":"""",""VendorIDAddress3"":"""",""VendorIDCity"":"""",""VendorIDCountry"":"""",""VendorIDCurrencyCode"":""USD"",""VendorIDDefaultFOB"":"""",""VendorIDName"":""Lutronic Corp."",""VendorIDState"":"""",""VendorIDTermsCode"":"""",""VendorIDVendorID"":""V0368"",""VendorIDZIP"":"""",""RowMod"":""""}"
SerialNumMaskings,Erp.BO.SerialNumMaskingSvc/SerialNumMaskings,200,No,
List,Erp.BO.SerialNumMaskingSvc/List,200,No,
ServiceCallCenters,Erp.BO.ServiceCallCenterSvc/ServiceCallCenters,200,Yes,"{""Company"":""157803"",""CallNum"":1,""CustNum"":997,""PrcConNum"":0,""ShipToNum"":"""",""ShpConNum"":0,""EntryDate"":""2022-10-24T00:00:00-05:00"",""EntryTime"":34680,""RequestDate"":""2022-10-24T00:00:00-05:00"",""RequestTime"":0,""SchedDate"":""2022-10-24T00:00:00-05:00"",""SchedTime"":0,""ActualDate"":null,""ActualTime"":0,""CallComment"":"""",""InvoiceComment"":"""",""CurrencyCode"":""USD"",""ExchangeRate"":1,""OpenCall"":true,""ReadyToInvoice"":false,""Invoiced"":false,""VoidCall"":false,""CallPriority"":""Normal"",""EntryPerson"":""TMcGrady"",""CallCode"":""INST"",""TaxCatID"":"""",""LaborComplete"":false,""MaterialComplete"":false,""Plant"":""MfgSys"",""Duration"":0,""CLCallNum"":"""",""HDCaseNum"":0,""ChangedBy"":""TMcGrady"",""ChangeDate"":""2022-10-24T00:00:00-05:00"",""ChangeTime"":34784,""AutoPrintReady"":false,""RateGrpCode"":""MAIN"",""BTCustNum"":997,""UseOTS"":false,""OTSName"":"""",""OTSAddress1"":"""",""OTSAddress2"":"""",""OTSAddress3"":"""",""OTSCity"":"""",""OTSState"":"""",""OTSZIP"":"""",""OTSResaleID"":"""",""OTSTaxRegionCode"":"""",""OTSContact"":"""",""OTSFaxNum"":"""",""OTSPhoneNum"":"""",""OTSCountryNum"":0,""ShipToCustNum"":997,""SysRevID"":103862536,""SysRowID"":""c63bc79c-4bd2-466a-880b-8898f0c9b3a2"",""PONum"":"""",""SendToFSA"":true,""OTSTaxValidationStatus"":0,""OTSTaxValidationDate"":null,""AvailBTCustList"":""997`Same as Sold To"",""BaseCurrencyID"":""USD"",""BaseCurrSymbol"":"""",""BTCustName"":"""",""CurrencySwitch"":true,""CustAllowOTS"":false,""CustConName"":"""",""CustEMailAddress"":"""",""CustFaxNum"":"""",""CustOnCreditHold"":false,""CustPhoneNum"":"""",""DispActualTime"":""00:00"",""DispEntryTime"":""09:38"",""DispRequestTime"":""00:00"",""DispSchedTime"":""00:00"",""DocTotActCall"":0,""DocTotActLabor"":0,""DocTotActMaterial"":0,""DocTotActMisc"":0,""DocTotActSubcontract"":0,""DocTotBillCall"":0,""DocTotBillLabor"":0,""DocTotBillMaterial"":0,""DocTotBillMisc"":0,""DocTotBillSubcontract"":0,""DocTotEstCall"":0,""DocTotEstLabor"":0,""DocTotEstMaterial"":0,""DocTotEstMisc"":0,""DocTotEstSubcontract"":0,""EnableCallType"":true,""EnableCustTracker"":true,""EnableIssueMtl"":true,""EnableIssueReturn"":true,""EnableJobEntry"":true,""EnableLaborEntry"":true,""EnableMiscShip"":true,""EnableReopenCall"":false,""EnableServiceCall"":true,""Rpt1TotActCall"":0,""Rpt1TotActLabor"":0,""Rpt1TotActMaterial"":0,""Rpt1TotActMisc"":0,""Rpt1TotActSubcontract"":0,""Rpt1TotBillCall"":0,""Rpt1TotBillLabor"":0,""Rpt1TotBillMaterial"":0,""Rpt1TotBillMisc"":0,""Rpt1TotBillSubcontract"":0,""Rpt1TotEstCall"":0,""Rpt1TotEstLabor"":0,""Rpt1TotEstMaterial"":0,""Rpt1TotEstMisc"":0,""Rpt1TotEstSubcontract"":0,""Rpt2TotActCall"":0,""Rpt2TotActLabor"":0,""Rpt2TotActMaterial"":0,""Rpt2TotActMisc"":0,""Rpt2TotActSubcontract"":0,""Rpt2TotBillCall"":0,""Rpt2TotBillLabor"":0,""Rpt2TotBillMaterial"":0,""Rpt2TotBillMisc"":0,""Rpt2TotBillSubcontract"":0,""Rpt2TotEstCall"":0,""Rpt2TotEstLabor"":0,""Rpt2TotEstMaterial"":0,""Rpt2TotEstMisc"":0,""Rpt2TotEstSubcontract"":0,""Rpt3TotActCall"":0,""Rpt3TotActLabor"":0,""Rpt3TotActMaterial"":0,""Rpt3TotActMisc"":0,""Rpt3TotActSubcontract"":0,""Rpt3TotBillCall"":0,""Rpt3TotBillLabor"":0,""Rpt3TotBillMaterial"":0,""Rpt3TotBillMisc"":0,""Rpt3TotBillSubcontract"":0,""Rpt3TotEstCall"":0,""Rpt3TotEstLabor"":0,""Rpt3TotEstMaterial"":0,""Rpt3TotEstMisc"":0,""Rpt3TotEstSubcontract"":0,""ShipConName"":"""",""ShipEMailAddress"":"""",""ShipFaxNum"":"""",""ShipPhoneNum"":"""",""ShipToAddrList"":""Southern Connecticut Dermatology~1275 Summer St~Ste 101~Dr. Robin Evans~Stamford CT 06905~USA"",""SoldToAddrList"":""Southern Connecticut Dermatology~1275 Summer St~Ste 101~Dr. Robin Evans~Stamford CT 06905~USA"",""TotActCall"":0,""TotActLabor"":0,""TotActMaterial"":0,""TotActMisc"":0,""TotActSubcontract"":0,""TotBillCall"":0,""TotBillLabor"":0,""TotBillMaterial"":0,""TotBillMisc"":0,""TotBillSubcontract"":0,""TotEstCall"":0,""TotEstLabor"":0,""TotEstMaterial"":0,""TotEstMisc"":0,""TotEstSubContract"":0,""XRateLabel"":""Exchange Rate"",""Selected"":false,""BitFlag"":0,""BTCustNumInactive"":false,""CallCodeCallDescription"":""Installation"",""CurrencyCodeCurrDesc"":""USD"",""CurrencyCodeDocumentDesc"":"""",""CurrencyCodeCurrencyID"":""USD"",""CurrencyCodeCurrName"":""USD"",""CurrencyCodeCurrSymbol"":"""",""CurrRateGrpDescription"":""Main Rate Type"",""CustNumInactive"":false,""CustNumCustID"":""101748"",""CustNumAllowShipTo3"":false,""CustNumBTName"":"""",""CustNumName"":""Southern Connecticut Dermatology"",""HDCaseDescription"":"""",""OTSCountryNumEUMember"":false,""OTSCountryNumDescription"":"""",""OTSCountryNumISOCode"":"""",""OTSTaxRegionCodeDescription"":"""",""PlantName"":""Main Site"",""ShipToCustID"":""101748"",""ShipToBTName"":"""",""ShipToName"":""Southern Connecticut Dermatology"",""ShipToInactive"":false,""TaxCatIDDescription"":"""",""RowMod"":""""}"
FSCallhdAttches,Erp.BO.ServiceCallCenterSvc/FSCallhdAttches,200,No,
FSCallDts,Erp.BO.ServiceCallCenterSvc/FSCallDts,200,No,
FSCallDtAttches,Erp.BO.ServiceCallCenterSvc/FSCallDtAttches,200,No,
FsTeches,Erp.BO.ServiceCallCenterSvc/FsTeches,200,No,
List,Erp.BO.ServiceCallCenterSvc/List,200,Yes,"{""Company"":""157803"",""CallNum"":1,""CustNum"":997,""PrcConNum"":0,""ShipToNum"":"""",""ShpConNum"":0,""EntryDate"":""2022-10-24T00:00:00-05:00"",""EntryTime"":34680,""RequestDate"":""2022-10-24T00:00:00-05:00"",""RequestTime"":0,""SchedDate"":""2022-10-24T00:00:00-05:00"",""SchedTime"":0,""ActualDate"":null,""ActualTime"":0,""CallComment"":"""",""InvoiceComment"":"""",""CurrencyCode"":""USD"",""ExchangeRate"":1,""OpenCall"":true,""ReadyToInvoice"":false,""Invoiced"":false,""VoidCall"":false,""CallPriority"":""Normal"",""EntryPerson"":""TMcGrady"",""CallCode"":""INST"",""TaxCatID"":"""",""LaborComplete"":false,""MaterialComplete"":false,""Plant"":""MfgSys"",""Duration"":0,""CLCallNum"":"""",""HDCaseNum"":0,""ChangedBy"":""TMcGrady"",""ChangeDate"":""2022-10-24T00:00:00-05:00"",""ChangeTime"":34784,""AutoPrintReady"":false,""RateGrpCode"":""MAIN"",""BTCustNum"":997,""UseOTS"":false,""OTSName"":"""",""OTSAddress1"":"""",""OTSAddress2"":"""",""OTSAddress3"":"""",""OTSCity"":"""",""OTSState"":"""",""OTSZIP"":"""",""OTSResaleID"":"""",""OTSTaxRegionCode"":"""",""OTSContact"":"""",""OTSFaxNum"":"""",""OTSPhoneNum"":"""",""OTSCountryNum"":0,""ShipToCustNum"":997,""SysRevID"":103862536,""SysRowID"":""c63bc79c-4bd2-466a-880b-8898f0c9b3a2"",""CustConName"":"""",""CustPhoneNum"":"""",""CustFaxNum"":"""",""ShipConName"":"""",""ShipPhoneNum"":"""",""ShipFaxNum"":"""",""CurrencySwitch"":true,""BaseCurrSymbol"":"""",""XRateLabel"":""Exchange Rate"",""TotEstMaterial"":0,""DocTotEstMaterial"":0,""TotEstSubContract"":0,""DocTotEstSubcontract"":0,""TotEstMisc"":0,""DocTotEstMisc"":0,""TotEstCall"":0,""DocTotEstCall"":0,""TotActMaterial"":0,""DocTotActMaterial"":0,""TotActSubcontract"":0,""DocTotActSubcontract"":0,""TotActMisc"":0,""DocTotActMisc"":0,""TotActCall"":0,""DocTotActCall"":0,""TotBillMaterial"":0,""DocTotBillMaterial"":0,""TotBillSubcontract"":0,""DocTotBillSubcontract"":0,""TotBillMisc"":0,""DocTotBillMisc"":0,""TotBillCall"":0,""DocTotBillCall"":0,""DispEntryTime"":""09:38"",""DispRequestTime"":""00:00"",""DispSchedTime"":""00:00"",""DispActualTime"":""00:00"",""TotEstLabor"":0,""DocTotEstLabor"":0,""TotActLabor"":0,""DocTotActLabor"":0,""TotBillLabor"":0,""DocTotBillLabor"":0,""EnableCallType"":true,""EnableServiceCall"":true,""EnableCustTracker"":true,""EnableJobEntry"":true,""EnableLaborEntry"":true,""EnableMiscShip"":true,""EnableIssueMtl"":true,""EnableIssueReturn"":true,""EnableReopenCall"":false,""CustOnCreditHold"":false,""ShipEMailAddress"":"""",""CustEMailAddress"":"""",""Rpt1TotActCall"":0,""Rpt2TotActCall"":0,""Rpt3TotActCall"":0,""Rpt1TotActLabor"":0,""Rpt2TotActLabor"":0,""Rpt3TotActLabor"":0,""Rpt1TotActMaterial"":0,""Rpt2TotActMaterial"":0,""Rpt3TotActMaterial"":0,""Rpt1TotActMisc"":0,""Rpt2TotActMisc"":0,""Rpt3TotActMisc"":0,""Rpt1TotActSubcontract"":0,""Rpt2TotActSubcontract"":0,""Rpt3TotActSubcontract"":0,""Rpt1TotBillCall"":0,""Rpt2TotBillCall"":0,""Rpt3TotBillCall"":0,""Rpt1TotBillLabor"":0,""Rpt2TotBillLabor"":0,""Rpt3TotBillLabor"":0,""Rpt1TotBillMaterial"":0,""Rpt2TotBillMaterial"":0,""Rpt3TotBillMaterial"":0,""Rpt1TotBillMisc"":0,""Rpt2TotBillMisc"":0,""Rpt3TotBillMisc"":0,""Rpt1TotBillSubcontract"":0,""Rpt2TotBillSubcontract"":0,""Rpt3TotBillSubcontract"":0,""Rpt1TotEstCall"":0,""Rpt2TotEstCall"":0,""Rpt3TotEstCall"":0,""Rpt1TotEstLabor"":0,""Rpt2TotEstLabor"":0,""Rpt3TotEstLabor"":0,""Rpt1TotEstMaterial"":0,""Rpt2TotEstMaterial"":0,""Rpt3TotEstMaterial"":0,""Rpt1TotEstMisc"":0,""Rpt2TotEstMisc"":0,""Rpt3TotEstMisc"":0,""Rpt1TotEstSubcontract"":0,""Rpt2TotEstSubcontract"":0,""Rpt3TotEstSubcontract"":0,""CustAllowOTS"":false,""ShipToAddrList"":""Southern Connecticut Dermatology~1275 Summer St~Ste 101~Dr. Robin Evans~Stamford CT 06905~USA"",""SoldToAddrList"":""Southern Connecticut Dermatology~1275 Summer St~Ste 101~Dr. Robin Evans~Stamford CT 06905~USA"",""BTCustName"":"""",""AvailBTCustList"":""997`Same as Sold To"",""BaseCurrencyID"":""USD"",""CallCodeCallDescription"":""Installation"",""CurrencyCodeCurrName"":""USD"",""CurrencyCodeCurrDesc"":""USD"",""CurrencyCodeCurrSymbol"":"""",""CurrencyCodeCurrencyID"":""USD"",""CurrencyCodeDocumentDesc"":"""",""CurrRateGrpDescription"":""Main Rate Type"",""CustNumName"":""Southern Connecticut Dermatology"",""CustNumBTName"":"""",""CustNumCustID"":""101748"",""CustNumAllowShipTo3"":false,""OTSCountryNumDescription"":"""",""OTSTaxRegionCodeDescription"":"""",""PlantName"":""Main Site"",""ShipToName"":""Southern Connecticut Dermatology"",""ShipToBTName"":"""",""ShipToCustID"":""101748"",""TaxCatIDDescription"":"""",""Selected"":false,""RowMod"":""""}"
ServiceContractDtSearches,Erp.BO.ServiceContractDtSearchSvc/ServiceContractDtSearches,200,No,
List,Erp.BO.ServiceContractDtSearchSvc/List,200,No,
ServiceContractSearches,Erp.BO.ServiceContractSearchSvc/ServiceContractSearches,200,No,
List,Erp.BO.ServiceContractSearchSvc/List,200,No,
ServiceContracts,Erp.BO.ServiceContractSvc/ServiceContracts,200,No,
FSContDts,Erp.BO.ServiceContractSvc/FSContDts,200,No,
FSContSNs,Erp.BO.ServiceContractSvc/FSContSNs,200,No,
FSRenewals,Erp.BO.ServiceContractSvc/FSRenewals,200,No,
FSRenewalDts,Erp.BO.ServiceContractSvc/FSRenewalDts,200,No,
FSRenewalSNs,Erp.BO.ServiceContractSvc/FSRenewalSNs,200,No,
FSContLabExpRates,Erp.BO.ServiceContractSvc/FSContLabExpRates,200,No,
FSContOrderDtlLists,Erp.BO.ServiceContractSvc/FSContOrderDtlLists,Request failed with status code 500,,
SelectedSerialNumbers,Erp.BO.ServiceContractSvc/SelectedSerialNumbers,Request failed with status code 500,,
SNFormats,Erp.BO.ServiceContractSvc/SNFormats,Request failed with status code 500,,
List,Erp.BO.ServiceContractSvc/List,200,No,
SetupGrps,Erp.BO.SetupGrpSvc/SetupGrps,200,No,
List,Erp.BO.SetupGrpSvc/List,200,No,
ShipDtlSearches,Erp.BO.ShipDtlSearchSvc/ShipDtlSearches,200,Yes,"{""Company"":""157803"",""PackNum"":1,""PackLine"":1,""OrderNum"":1118,""OrderLine"":1,""OrderRelNum"":1,""LineType"":""PART"",""OurInventoryShipQty"":20,""OurJobShipQty"":0,""JobNum"":"""",""Packages"":1,""PartNum"":""6100501601"",""LineDesc"":""Genius G49D TIP"",""IUM"":""EA"",""RevisionNum"":"""",""ShipComment"":"""",""ShipCmpl"":true,""WarehouseCode"":""Main"",""BinNum"":""CAGE01"",""UpdatedInventory"":true,""XPartNum"":"""",""XRevisionNum"":"""",""ShpConNum"":0,""TMBilling"":false,""Invoiced"":true,""WUM"":""LB"",""LotNum"":""RFO721D02B"",""DimCode"":"""",""DUM"":"""",""DimConvFactor"":1,""InvoiceComment"":"""",""WarrantyCode"":"""",""CustNum"":788,""ShipToNum"":""1"",""EffectiveDate"":null,""MaterialDuration"":0,""LaborDuration"":0,""MiscDuration"":0,""MaterialMod"":"""",""LaborMod"":"""",""MiscMod"":"""",""MaterialExpiration"":null,""LaborExpiration"":null,""MiscExpiration"":null,""LastExpiration"":null,""WarrantyComment"":"""",""ContractNum"":0,""ContractCode"":"""",""Onsite"":false,""MatCovered"":false,""LabCovered"":false,""MiscCovered"":false,""Plant"":""MfgSys"",""ReadyToInvoice"":true,""SellingInventoryShipQty"":2,""SellingJobShipQty"":0,""SellingFactor"":1,""SalesUM"":""BOX"",""TotalNetWeight"":0,""WIPWarehouseCode"":"""",""WIPBinNum"":"""",""SellingFactorDirection"":""D"",""HeaderShipComment"":""Ship via Fedex Next Day - Account # 744706742\rPO# 0001819800"",""KitParentLine"":0,""ChangedBy"":""CYanelli"",""ChangeDate"":""2021-05-12T00:00:00-05:00"",""ChangeTime"":64970,""InventoryShipUOM"":""EA"",""JobShipUOM"":""EA"",""TrackSerialNum"":false,""JobLotNum"":"""",""BinType"":""Std"",""NotCompliant"":false,""ComplianceMsg"":"""",""DiscountPercent"":0,""PricePerCode"":"""",""Discount"":0,""DocDiscount"":0,""Rpt1Discount"":0,""Rpt2Discount"":0,""Rpt3Discount"":0,""ExtPrice"":0,""DocExtPrice"":0,""Rpt1ExtPrice"":0,""Rpt2ExtPrice"":0,""Rpt3ExtPrice"":0,""UnitPrice"":0,""DocUnitPrice"":0,""Rpt1UnitPrice"":0,""Rpt2UnitPrice"":0,""Rpt3UnitPrice"":0,""PickedAutoAllocatedQty"":0,""ShipToCustNum"":788,""InDiscount"":0,""DocInDiscount"":0,""Rpt1InDiscount"":0,""Rpt2InDiscount"":0,""Rpt3InDiscount"":0,""InExtPrice"":0,""DocInExtPrice"":0,""Rpt1InExtPrice"":0,""Rpt2InExtPrice"":0,""Rpt3InExtPrice"":0,""InUnitPrice"":0,""DocInUnitPrice"":0,""Rpt1InUnitPrice"":0,""Rpt2InUnitPrice"":0,""Rpt3InUnitPrice"":0,""InPrice"":false,""MFCustNum"":788,""MFShipToNum"":""1"",""UseOTMF"":false,""OTMFName"":"""",""OTMFAddress1"":"""",""OTMFAddress2"":"""",""OTMFAddress3"":"""",""OTMFCity"":"""",""OTMFState"":"""",""OTMFZIP"":"""",""OTMFContact"":"""",""OTMFFaxNum"":"""",""OTMFPhoneNum"":"""",""OTMFCountryNum"":0,""RenewalNbr"":0,""ShipOvers"":false,""AllowedOvers"":0,""AllowedUnders"":0,""SysRevID"":77419079,""SysRowID"":""48dd0da8-dbbe-444b-9e78-1b199eb981a4"",""NotAllocatedQty"":0,""PCID"":"""",""PCIDItemSeq"":0,""DockingStation"":"""",""UseShipDtlInfo"":false,""PkgCodePartNum"":"""",""CustContainerPartNum"":"""",""LabelType"":"""",""WarrantySendToFSA"":false,""FSAEquipment"":false,""AttributeSetID"":0,""InventoryNumberOfPieces"":0,""JobNumberOfPieces"":0,""MXEstValue"":0,""MXEstValueCurrencyCode"":"""",""MXHazardousShipment"":false,""MXHazardousType"":"""",""MXPackageType"":"""",""BuyToOrder"":false,""ChangeDateTime"":null,""CurrencyCode"":"""",""DimCodeList"":"""",""DisplayInvQty"":20,""DocLineTax"":0,""DropShip"":false,""DtlError"":false,""EnableInvIDBtn"":false,""EnableInvSerialBtn"":false,""EnableJobFields"":false,""EnableKitIDBtn"":false,""EnableMfgIDBtn"":false,""EnableMfgSerialBtn"":false,""EnableOBInvSerialBtn"":false,""EnableOBMfgSerialBtn"":false,""EnablePackageControl"":false,""EnablePOSerialBtn"":false,""ExtJobNum"":"""",""FSAInstallationCost"":0,""FSAInstallationOrderLine"":0,""FSAInstallationOrderNum"":0,""FSAInstallationRequired"":false,""FSAInstallationType"":"""",""GetLocIDNum"":false,""InvLegalNumber"":""12000"",""InvoiceNum"":12000,""KitBackFlush"":false,""KitBinNum"":"""",""KitCompIssue"":false,""KitCompShipComplete"":false,""KitDescription"":"""",""KitFlag"":"""",""KitIUM"":"""",""KitLotNum"":"""",""KitMassIssue"":false,""KitParentIssue"":false,""KitPartNum"":"""",""KitQtyFromInv"":0,""KitQtyFromInvEnabled"":false,""KitSerialTracked"":false,""KitTrackLots"":false,""KitWarehouse"":"""",""KitWarehouseCodeDesc"":"""",""KitWhseList"":"""",""LegalNumber"":""1"",""LineContentValue"":0,""LineTax"":0,""LinkMsg"":"""",""MarkForAddrList"":"""",""MFCustID"":"""",""OrderHold"":false,""OrderRelOurReqQty"":20,""OurJobShipIUM"":""EA"",""OurJobShippedQty"":0,""OurRemainQty"":0,""OurRemainUM"":""EA"",""OurReqQty"":2,""OurReqUM"":""EA"",""OurShippedQty"":20,""OurShippedUM"":""EA"",""OurStockShippedQty"":20,""PackSlip"":"""",""PartAESExp"":"""",""PartCompany"":"""",""PartECNNumber"":"""",""PartExpLicNumber"":"""",""PartExpLicType"":"""",""PartHazClass"":"""",""PartHazGvrnmtID"":"""",""PartHazItem"":false,""PartHazPackInstr"":"""",""PartHazSub"":"""",""PartHazTechName"":"""",""PartHTS"":"""",""PartNAFTAOrigCountry"":"""",""PartNAFTAPref"":"""",""PartNAFTAProd"":"""",""PartOrigCountry"":"""",""PartPartNum"":"""",""PartSchedBcode"":"""",""PartUseHTSDesc"":false,""PONum"":"""",""ProjectID"":"""",""PurPoint"":"""",""RequestDate"":""2021-05-11T00:00:00-05:00"",""Rpt1LineTax"":0,""Rpt2LineTax"":0,""Rpt3LineTax"":0,""SelectedLocationIDQty"":0,""SellingRemainQty"":0,""SellingRemainUM"":""BOX"",""SellingReqQty"":2,""SellingReqUM"":""BOX"",""SellingShipmentQty"":2,""SellingShipmentUM"":""BOX"",""SellingShippedQty"":20,""SellingShippedUM"":""BOX"",""ShipDate"":""2021-05-11T00:00:00-05:00"",""ShipToWarning"":"""",""ShipViaCode"":""FED1"",""StockPart"":true,""TrackID"":false,""TranLocationIDQty"":0,""VendorNum"":0,""WhseList"":"""",""KitAttributeSetID"":0,""AttributeSetDescription"":"""",""AttributeSetShortDescription"":"""",""KitAttributeSetDescription"":"""",""KitAttributeSetShortDescription"":"""",""KitPartAttrClassID"":"""",""EnableAttributeSetSearch"":false,""MarkForAddrFormatted"":"""",""DispInventoryNumberOfPieces"":0,""DispJobNumberOfPieces"":0,""KitRevisionNum"":"""",""BitFlag"":0,""BinNumDescription"":""Inventory Cage 1"",""ContractCodeContractDescription"":"""",""CustNumSendToFSA"":true,""CustNumName"":""Mary Hitchcock Memorial Hospital"",""CustNumCustID"":""101369"",""CustNumBTName"":"""",""DimensionDimCodeDescription"":""Unknown Dimension"",""JobNumPartDescription"":"""",""LotPartLotDescription"":"""",""OrderLineProdCode"":""GENIUS"",""OrderLineLineDesc"":""Genius G49D TIP"",""OrderNumPSCurrCode"":""USD"",""OrderNumCardMemberName"":"""",""OrderNumCurrencyCode"":""USD"",""OTMFCountryDescription"":"""",""PackNumUseOTS"":false,""PackNumShipStatus"":""INVOICED"",""PartNumTrackInventoryByRevision"":false,""PartNumAttrClassID"":"""",""PartNumSendToFSA"":true,""PartNumTrackSerialNum"":false,""PartNumPricePerCode"":""E"",""PartNumSellingFactor"":1,""PartNumSalesUM"":""BOX"",""PartNumIUM"":""EA"",""PartNumTrackLots"":true,""PartNumTrackDimension"":false,""PartNumPartDescription"":""Genius G49D TIP"",""PartNumWarrantyCode"":"""",""PartNumFSAEquipment"":false,""PartNumTrackInventoryAttributes"":false,""PlantName"":""Main Site"",""WarehouseCodeDescription"":""Main"",""WarrantyCodeSendToFSA"":false,""WarrantyCodeWarrDescription"":"""",""WIPWarehouseCodeDescription"":"""",""RowMod"":""""}"
